Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR21,OUT045,2907.682972
NCW29,OUT035,2026.787422
FDO11,OUT013,4125.900055
NCM31,OUT049,2088.89778
FDV35,OUT019,361.6746051
FDF58,OUT017,998.0423699
NCE43,OUT049,2840.201382
FDA02,OUT035,2466.05239
DRL37,OUT010,131.2613592
FDR24,OUT018,1386.75053
FDW59,OUT049,1320.569174
FDS22,OUT049,667.978735
FDW24,OUT017,768.5043351
FDU24,OUT035,1499.691182
FDA21,OUT027,5238.125423
FDH58,OUT027,3042.895955
FDW36,OUT018,1654.826528
FDI45,OUT027,4450.371131
FDU01,OUT018,2969.933933
FDF35,OUT027,2951.67185
FDU43,OUT019,584.615265
FDE24,OUT019,341.4474433
FDK50,OUT049,2529.572222
FDG31,OUT045,1033.135681
FDC60,OUT045,1409.507493
FDL36,OUT013,1446.172297
FDP21,OUT013,3095.948147
FDW16,OUT045,1397.900012
FDX02,OUT017,3720.583515
FDQ58,OUT027,4120.410786
FDT51,OUT046,1764.55852
FDD59,OUT049,1290.948284
NCM42,OUT018,1684.89952
FDA57,OUT018,618.747066
FDZ48,OUT035,1767.47329
FDE46,OUT045,2528.166968
NCZ30,OUT019,289.7291481
FDB56,OUT017,3153.168776
FDA25,OUT027,2867.628421
FDD20,OUT013,1985.228596
FDL25,OUT013,1479.244196
NCO18,OUT049,2927.406029
FDJ45,OUT017,603.0557411
FDR12,OUT035,2951.271828
NCF19,OUT010,131.2613592
FDK25,OUT046,2721.790928
NCR17,OUT046,1960.142663
FDC52,OUT046,2457.408139
NCA54,OUT017,3056.446799
FDR45,OUT010,583.0604054
NCM19,OUT049,1888.388527
FDF39,OUT027,5804.764309
FDX23,OUT049,1514.840876
FDD58,OUT027,2853.013757
FDX28,OUT013,1551.381114
NCD31,OUT013,2526.177077
FDU57,OUT018,2343.259144
FDI27,OUT046,698.677641
NCM42,OUT046,1704.697431
FDD32,OUT027,2044.938721
FDI34,OUT013,3734.716826
NCM29,OUT049,2075.826734
FDG46,OUT018,1838.164475
DRC01,OUT010,131.2613592
FDB15,OUT027,5807.318928
NCA17,OUT027,4005.620612
FDF10,OUT046,2489.605116
FDR26,OUT027,4921.445182
FDI02,OUT049,1772.418023
NCM54,OUT010,282.1838895
FDF14,OUT013,2384.730214
FDJ33,OUT010,278.5886712
FDM20,OUT035,4044.307685
FDC03,OUT027,5595.989399
NCX05,OUT046,1913.877089
NCM41,OUT027,2718.016131
NCU29,OUT010,354.2505033
FDQ59,OUT017,1353.93446
FDH46,OUT010,249.5303659
FDH09,OUT013,817.3418342
NCD06,OUT045,771.4957743
FDC15,OUT035,2551.920958
DRD37,OUT027,1142.247261
FDT28,OUT027,4006.554036
FDR28,OUT027,4334.075025
FDT38,OUT017,1352.389537
FDV34,OUT027,1479.472228
FDY52,OUT035,1000.596046
FDB34,OUT013,1420.222182
DRL23,OUT018,1652.4622
DRB24,OUT046,2448.11634
FDJ50,OUT046,881.0618114
FDQ49,OUT035,2534.175743
FDP20,OUT035,1992.485078
FDV19,OUT027,4320.425692
NCR54,OUT045,3125.416155
FDO09,OUT010,584.6044797
FDS57,OUT018,2116.244228
FDN10,OUT049,1913.028584
FDV23,OUT049,1981.753122
FDY28,OUT049,3473.798258
DRG51,OUT013,2524.337497
FDD45,OUT019,235.7639927
NCL18,OUT027,5515.008821
NCM29,OUT013,2080.186816
FDF17,OUT027,5662.391679
FDE22,OUT017,2571.962926
FDQ22,OUT017,600.8027105
FDS01,OUT013,2967.548461
FDW35,OUT027,1129.448649
FDJ33,OUT046,1986.51662
NCF54,OUT035,2923.816916
FDE09,OUT013,1709.845494
NCE06,OUT045,2568.57224
DRH49,OUT049,1265.369203
FDY43,OUT045,2929.600653
NCT05,OUT017,4005.768818
FDZ34,OUT045,3159.173407
FDL38,OUT017,1358.073282
FDZ31,OUT017,3148.652054
FDR14,OUT035,886.5291468
NCN54,OUT049,1252.068811
NCC42,OUT027,3134.353361
FDK08,OUT017,1537.270618
FDP59,OUT013,1674.037532
FDV22,OUT035,2610.473041
FDD33,OUT035,3848.024994
DRE60,OUT027,5807.318928
FDK52,OUT046,3636.956299
FDA02,OUT017,2495.624162
FDM56,OUT049,1698.748262
FDE57,OUT035,2115.699458
FDM32,OUT045,1380.653165
NCQ30,OUT027,3103.018725
FDQ27,OUT027,2868.861826
FDT60,OUT027,3119.377944
FDU43,OUT049,3921.58468
NCO55,OUT035,1694.14434
FDG02,OUT045,3093.328087
FDJ28,OUT013,3073.597785
FDP40,OUT045,1779.198302
FDJ38,OUT045,3136.089458
NCC54,OUT017,3758.432303
NCZ41,OUT046,1996.870555
FDK38,OUT019,354.3801188
FDU52,OUT013,2389.047259
FDC40,OUT046,1134.274262
NCR30,OUT017,1096.028922
NCN18,OUT017,1765.549984
FDB50,OUT035,1301.208981
FDG04,OUT013,3056.523209
FDR26,OUT035,2900.098494
NCT17,OUT018,2978.661263
FDX35,OUT027,5807.318928
FDS12,OUT046,2003.067102
NCZ29,OUT027,3121.216854
FDB38,OUT010,381.4557025
FDP12,OUT013,688.0433794
FDP22,OUT046,814.2543934
FDS26,OUT018,3765.243417
FDR52,OUT046,3140.90133
DRJ13,OUT046,2562.119105
FDU48,OUT027,3124.031026
FDE29,OUT035,974.6310879
NCT29,OUT049,1948.723059
DRK37,OUT018,3001.947421
FDK55,OUT046,1347.820284
FDR07,OUT046,1489.18533
FDO21,OUT027,5804.764309
FDK46,OUT049,4078.379987
FDB12,OUT045,1679.138401
FDT31,OUT027,5241.390478
FDJ33,OUT045,1963.734705
FDC26,OUT027,2967.624636
NCQ02,OUT045,3074.690368
FDP08,OUT010,487.1899111
FDB11,OUT027,5806.049733
FDV55,OUT013,2421.436891
FDW20,OUT049,2028.331035
NCJ18,OUT019,287.7165716
FDC41,OUT018,1120.92568
FDE14,OUT027,2867.10397
FDG35,OUT013,2870.485802
FDF45,OUT035,887.1312655
FDS19,OUT027,1966.378229
FDS58,OUT019,379.5947026
FDA26,OUT017,3648.081742
FDM32,OUT049,1347.746767
FDL45,OUT046,2023.385491
FDZ55,OUT049,2509.560805
FDY37,OUT049,2177.370196
FDO46,OUT046,3075.909253
FDQ60,OUT046,1931.827937
FDA19,OUT018,1962.849772
FDL15,OUT046,2481.277394
FDM10,OUT018,3314.494612
NCL05,OUT017,623.9566226
DRK49,OUT010,131.2613592
NCE18,OUT027,5804.764309
FDG40,OUT049,628.576491
DRI59,OUT045,3770.289721
FDK28,OUT035,4109.495321
NCD06,OUT019,131.2613592
FDO11,OUT019,583.2033122
FDK27,OUT046,2007.251426
FDT43,OUT027,1160.792506
FDD38,OUT018,1624.323051
FDA16,OUT049,3693.110772
FDL14,OUT027,4120.410786
NCM17,OUT049,658.1644903
FDD20,OUT045,2034.589364
FDA40,OUT045,1380.131788
FDL43,OUT045,1297.431227
FDV15,OUT045,1670.970193
FDE52,OUT046,1392.45199
NCL17,OUT010,338.0799704
NCJ31,OUT045,3803.612906
FDR60,OUT045,1277.498207
NCA18,OUT035,1891.478365
FDS21,OUT027,1409.17578
FDW09,OUT035,1273.369545
FDL26,OUT035,2542.078432
FDS47,OUT018,1370.038
FDC39,OUT046,3427.438545
FDT51,OUT035,1773.896232
FDK40,OUT035,4176.321939
NCG19,OUT045,3787.662474
FDZ07,OUT046,1003.473896
FDF08,OUT027,2561.742307
FDO04,OUT013,994.538894
FDK41,OUT018,1316.697224
FDP15,OUT049,3874.487654
NCD43,OUT018,1660.454317
NCP18,OUT013,2416.104229
FDZ51,OUT046,1446.460023
DRH13,OUT035,1702.583253
FDF38,OUT045,621.5601854
NCI43,OUT045,774.7793733
FDM38,OUT027,1316.01435
FDS03,OUT013,1167.089825
DRJ47,OUT017,2912.887634
FDT50,OUT010,240.7796668
FDV02,OUT046,2901.452849
NCG18,OUT017,1675.430393
FDW52,OUT046,2585.930438
FDS40,OUT035,603.9744456
FDN31,OUT017,3142.753642
FDA37,OUT045,1934.620915
FDA15,OUT046,4138.964896
FDL39,OUT046,3047.618884
FDJ53,OUT045,1933.43249
FDX22,OUT013,3559.907005
NCZ42,OUT045,3974.935401
FDD56,OUT027,4496.500062
FDD40,OUT017,3042.788213
FDS50,OUT013,3730.338428
NCN14,OUT013,3087.638363
FDT15,OUT013,3129.979623
NCS18,OUT027,2924.166008
NCO26,OUT010,272.0521645
FDF58,OUT018,989.1869523
NCB19,OUT013,1449.458306
FDH26,OUT017,2107.044525
DRB24,OUT027,4094.884101
FDA49,OUT018,1341.102112
FDB32,OUT045,1492.827154
FDI36,OUT017,3143.484125
NCA17,OUT010,354.0369514
FDH22,OUT013,1983.229188
NCM26,OUT018,2379.732171
FDT15,OUT027,5209.863354
FDB16,OUT018,1367.607823
NCP54,OUT027,3120.356127
FDJ36,OUT013,1647.242921
FDO28,OUT045,1909.198159
FDU09,OUT013,982.7779309
FDF29,OUT017,2059.942237
FDY08,OUT013,2039.734005
DRJ59,OUT018,604.9199435
FDT23,OUT027,1970.487291
FDU15,OUT018,603.3120697
FDT47,OUT013,1524.455207
FDI53,OUT019,381.2097436
FDR59,OUT018,3866.153869
FDD53,OUT035,618.9441584
FDY51,OUT017,3590.238439
FDT04,OUT049,629.8749459
FDU51,OUT049,2880.196611
FDG14,OUT035,2500.347455
NCU06,OUT045,3738.226867
DRG25,OUT046,3102.950413
DRH49,OUT035,1327.167262
FDN15,OUT035,2089.983439
FDL43,OUT018,1153.028007
NCT18,OUT049,3154.883311
NCB31,OUT013,3981.065448
FDK57,OUT035,1905.046897
FDY04,OUT019,381.3756689
NCP54,OUT046,1990.417782
FDF41,OUT013,3871.246505
FDM01,OUT045,1656.508046
FDW03,OUT045,1680.874318
FDF28,OUT045,1967.704443
FDY37,OUT017,2160.073876
FDQ03,OUT017,3768.532047
FDP51,OUT027,3045.63368
FDJ40,OUT017,1749.874336
FDC32,OUT049,1439.93998
DRI49,OUT027,2153.309523
NCW54,OUT017,881.3671122
FDF09,OUT017,602.9841191
FDP45,OUT018,3810.916057
DRJ23,OUT018,2965.005486
FDS59,OUT017,1751.738279
FDY08,OUT046,2024.024584
FDX16,OUT049,2470.790873
FDY16,OUT018,3000.435828
FDK32,OUT035,2546.344892
FDQ22,OUT013,698.7989428
NCC31,OUT018,2341.962129
FDG58,OUT049,2464.374004
DRF48,OUT013,3116.730235
DRH36,OUT049,1035.32991
NCR30,OUT035,1128.575899
FDB03,OUT019,584.7473865
FDZ28,OUT027,3122.195037
FDR35,OUT017,3169.304266
DRD15,OUT027,5806.049733
FDJ33,OUT019,288.8974292
FDA56,OUT010,279.567335
FDP56,OUT046,789.4181635
NCT30,OUT046,788.9585284
FDK15,OUT017,1534.807629
FDH44,OUT018,2368.227159
FDV01,OUT013,2434.879863
DRG03,OUT017,2508.824137
FDG50,OUT027,2635.723427
FDR16,OUT010,582.5856692
FDZ60,OUT046,1689.661829
DRG03,OUT045,2549.10769
FDS56,OUT018,3866.088672
FDU33,OUT045,680.337248
DRD27,OUT035,1524.727723
FDW22,OUT046,3739.493922
DRA24,OUT045,2615.747628
FDF38,OUT049,642.3551282
FDX48,OUT013,2432.771417
FDS58,OUT018,2433.939191
FDC32,OUT046,1441.697012
NCQ29,OUT045,3936.861031
DRK39,OUT018,1349.030666
NCS38,OUT017,1871.687182
DRO47,OUT013,1771.738743
DRG27,OUT027,1130.346729
FDC57,OUT027,5486.283024
FDS55,OUT046,2431.637651
NCJ06,OUT018,1932.074946
FDO01,OUT019,294.1015672
NCM55,OUT045,3140.683166
FDC52,OUT049,2455.473095
FDQ15,OUT045,1282.084438
NCT30,OUT027,1161.921683
NCR42,OUT027,1124.796168
FDD28,OUT035,883.2753934
FDQ34,OUT049,1676.75197
FDZ12,OUT027,3193.925456
DRE13,OUT019,199.4357209
NCN07,OUT019,296.6005955
FDM28,OUT035,3063.827382
FDI10,OUT017,2933.535256
FDQ25,OUT013,2905.72766
FDA38,OUT010,583.0604054
DRI13,OUT049,3502.643061
FDY20,OUT027,2638.934575
NCZ53,OUT035,3109.631251
NCM31,OUT013,2342.902391
DRB01,OUT017,3158.864191
DRF37,OUT046,3982.00723
NCF42,OUT049,2891.113641
FDF16,OUT018,2336.542771
FDB41,OUT013,818.4803068
FDR34,OUT013,3798.181722
FDR15,OUT018,2353.723051
NCV42,OUT019,277.7137609
FDW51,OUT035,3515.186784
FDU36,OUT017,1527.886228
FDX60,OUT049,1273.909496
FDY03,OUT035,1858.633644
FDW55,OUT045,4060.789582
FDT01,OUT010,579.9363269
FDG58,OUT013,2414.676725
FDK21,OUT017,4023.716057
NCS41,OUT019,438.1656102
FDS10,OUT045,3117.142339
NCT53,OUT046,2513.61927
FDJ28,OUT018,2959.084669
FDX44,OUT045,1380.7955
FDT20,OUT018,605.0673225
FDO44,OUT017,1701.27826
NCX17,OUT049,3762.529059
FDY01,OUT017,1888.969222
FDJ12,OUT027,5804.764309
DRK35,OUT018,609.1860309
FDD47,OUT019,395.0979797
NCM53,OUT035,1680.037881
FDO45,OUT013,1425.64422
NCM42,OUT010,256.2213778
FDE04,OUT046,2953.899784
NCI30,OUT027,5806.049733
FDZ19,OUT013,2886.338335
FDW57,OUT013,2881.69112
FDA25,OUT013,1647.681526
FDT22,OUT046,907.9841522
FDP51,OUT013,1914.435942
FDD48,OUT027,3041.580209
FDY39,OUT035,3182.026283
FDO48,OUT010,582.7227945
FDD23,OUT027,5223.874822
DRN35,OUT027,1124.796168
FDT01,OUT035,3497.003672
FDC20,OUT010,131.2613592
DRJ35,OUT035,989.4632284
FDB32,OUT046,1443.431546
FDL24,OUT046,2925.41181
NCV42,OUT035,1798.622965
FDZ46,OUT046,1707.35303
FDC15,OUT013,2444.781327
FDD08,OUT019,131.2613592
FDY50,OUT049,1387.275629
FDD36,OUT013,1990.28009
FDG57,OUT027,1161.067829
FDL21,OUT018,619.8119557
FDN16,OUT027,2866.125787
FDJ09,OUT027,1141.633611
FDS01,OUT010,430.6970173
FDV33,OUT017,4069.906851
DRE12,OUT017,1871.018165
FDR07,OUT013,1512.536762
FDP48,OUT010,441.0215634
NCB55,OUT035,888.0664308
FDQ08,OUT013,1019.441872
FDR34,OUT035,3944.009382
FDO33,OUT046,1774.474732
FDP13,OUT045,612.1315134
FDX12,OUT049,3911.626189
NCT06,OUT049,2718.746922
FDR16,OUT019,580.5923589
FDE36,OUT046,2512.38231
FDZ36,OUT049,3175.212127
FDV13,OUT045,1363.260827
NCZ17,OUT035,608.1621439
FDU56,OUT045,3155.528284
FDM09,OUT035,2945.087713
FDV02,OUT017,2932.122008
FDS34,OUT018,1820.174836
FDA11,OUT049,1495.977982
FDP09,OUT017,3546.372824
FDB29,OUT027,3020.49351
FDT19,OUT017,2928.036851
DRH15,OUT017,633.9543373
FDY38,OUT046,3826.536079
FDF14,OUT027,4054.767062
FDN48,OUT010,226.2540391
FDQ12,OUT013,3893.47108
NCJ43,OUT045,2946.244921
FDE17,OUT019,356.0721144
FDB05,OUT035,3948.6963
FDH10,OUT045,3097.867888
NCR06,OUT017,619.9320233
FDU32,OUT018,1991.884872
FDD56,OUT049,2917.447601
FDO36,OUT018,2903.880663
FDH16,OUT010,214.3669624
FDX10,OUT018,607.419715
FDZ37,OUT017,1383.547597
FDU31,OUT010,582.4901407
DRC49,OUT049,2092.716164
FDL15,OUT045,2530.061118
FDN32,OUT019,458.6162283
DRH59,OUT027,1445.1016
NCU29,OUT049,2428.212565
FDR37,OUT019,439.7574314
FDS14,OUT018,2378.091656
FDU02,OUT027,5807.318928
FDJ08,OUT035,3154.56952
NCZ06,OUT045,3860.523191
FDO31,OUT049,1303.899907
FDH31,OUT018,1596.176859
FDS58,OUT017,2564.642561
NCA53,OUT027,1160.792506
FDF50,OUT046,3161.695121
NCW42,OUT049,3666.942933
NCQ17,OUT045,2529.9852
FDK51,OUT018,3890.82218
NCW41,OUT010,375.6574328
NCR29,OUT017,880.9443797
FDB08,OUT019,379.5947026
FDA40,OUT027,2382.089636
FDL14,OUT018,2388.568798
FDB47,OUT046,3491.028622
FDO03,OUT035,3909.710547
DRK13,OUT019,541.3235828
FDX13,OUT010,583.0604054
FDF52,OUT046,3164.692167
FDT11,OUT013,3106.998719
FDB08,OUT013,2447.534641
FDQ28,OUT018,2398.018087
FDD29,OUT045,4068.81433
NCQ29,OUT027,5807.318928
NCO02,OUT013,1173.542906
FDR56,OUT010,491.9700031
NCM54,OUT049,1996.534192
FDP51,OUT035,1896.83547
FDT38,OUT013,1411.988969
FDZ20,OUT018,3812.386213
FDJ53,OUT013,1942.832537
FDX13,OUT049,4007.190223
FDP58,OUT035,3656.893283
NCK31,OUT019,131.2613592
FDA35,OUT018,1919.524076
FDV37,OUT018,3068.784996
NCO07,OUT027,5804.764309
FDA20,OUT045,3157.723464
FDZ59,OUT035,2816.091153
NCY17,OUT017,656.1413449
FDQ28,OUT035,2549.524917
FDV35,OUT017,2515.890397
FDQ36,OUT013,690.1039319
FDD34,OUT018,2423.415381
FDK51,OUT045,4051.992315
FDV31,OUT035,2933.310552
FDR04,OUT035,1511.960324
FDR14,OUT049,887.0323717
DRC36,OUT010,424.3748776
FDE39,OUT019,289.4132278
FDP57,OUT049,1669.094545
FDE57,OUT046,2125.675949
NCN18,OUT046,1767.151578
NCQ05,OUT018,2349.665174
FDW47,OUT035,1942.129713
FDV46,OUT035,2080.173046
NCP29,OUT045,1008.237741
FDE09,OUT018,1741.216707
NCU06,OUT027,5807.318928
FDT19,OUT010,421.7769136
DRF15,OUT017,2493.211337
DRI51,OUT013,2849.975928
NCX54,OUT013,1676.395127
DRE01,OUT013,3879.874102
NCB07,OUT045,3085.664907
FDU50,OUT035,1877.979471
FDG40,OUT035,604.3012395
FDW10,OUT018,2729.751644
FDX51,OUT013,3065.333784
NCP17,OUT045,1008.175138
FDP21,OUT035,3134.901866
FDL04,OUT045,1673.237534
FDV23,OUT013,1955.826729
FDF24,OUT046,1275.232567
FDH56,OUT027,3017.806727
FDB51,OUT049,977.0865733
FDI58,OUT027,2823.75042
FDR20,OUT013,814.0045393
FDC51,OUT018,1994.983068
FDB16,OUT027,2396.471338
FDE40,OUT049,965.2164624
NCM17,OUT035,636.0990586
FDU56,OUT035,3164.33411
FDS32,OUT019,299.6156715
FDX02,OUT049,3698.157441
FDT39,OUT027,4091.786479
FDE35,OUT017,881.9695156
NCI42,OUT019,565.9356735
DRL23,OUT046,1674.589904
FDA10,OUT046,1962.170572
FDA11,OUT013,1509.334404
NCM06,OUT046,2441.821268
NCT05,OUT035,4168.840388
NCQ02,OUT010,459.714435
NCY06,OUT049,2003.594913
FDY56,OUT035,3791.745868
FDL02,OUT035,1676.409359
NCI06,OUT035,2940.089252
FDQ14,OUT045,2492.921737
FDQ12,OUT017,3805.163506
FDP36,OUT046,787.789832
FDK21,OUT027,5804.764309
FDO40,OUT045,2525.228853
NCK54,OUT019,285.655409
FDY09,OUT018,2776.278958
NCW30,OUT049,4072.080812
NCC55,OUT027,1124.796168
FDE58,OUT018,1876.282884
FDR39,OUT013,3099.655554
FDU28,OUT049,3114.094277
FDH08,OUT017,3810.356229
FDG35,OUT045,2911.695752
FDG22,OUT049,628.2496972
FDC34,OUT035,2597.510925
FDP15,OUT018,3723.193168
FDK34,OUT010,583.0604054
FDU45,OUT035,1923.631733
FDQ04,OUT027,1127.027812
FDX22,OUT018,3430.853336
FDB45,OUT017,1670.84015
NCH43,OUT027,5807.318928
DRE60,OUT046,3626.578314
FDD17,OUT027,5804.764309
NCM54,OUT017,1989.408327
NCH55,OUT013,2029.866387
NCT06,OUT017,2604.121302
FDA48,OUT027,5807.318928
FDY58,OUT027,5804.764309
FDO25,OUT045,3513.664098
FDN50,OUT045,1488.73604
FDH35,OUT035,2624.38796
FDK09,OUT045,3654.636045
FDO16,OUT013,1433.668047
FDW11,OUT045,1061.25922
FDU47,OUT027,3135.695582
NCQ42,OUT010,283.6470328
FDK55,OUT027,2594.998037
FDN08,OUT049,1895.329599
FDT57,OUT045,3972.402884
FDJ12,OUT018,3411.142695
DRL59,OUT017,804.7089279
NCN53,OUT046,633.1654336
FDO51,OUT010,131.2613592
FDK56,OUT017,3146.843858
FDY12,OUT035,805.535522
FDU15,OUT035,604.3012395
FDQ19,OUT046,4017.959104
DRF15,OUT045,2533.610843
DRE25,OUT019,227.7704567
FDK57,OUT018,1878.233053
FDD33,OUT010,584.6044797
FDR34,OUT027,5804.764309
FDU04,OUT045,2007.587697
FDE35,OUT019,133.2805941
NCD31,OUT035,2638.586059
FDJ56,OUT035,1537.80065
NCU53,OUT046,2513.61927
FDD39,OUT035,3503.974533
NCU17,OUT019,258.7138397
FDJ20,OUT046,1965.056784
NCW41,OUT018,2433.702632
FDL52,OUT035,606.2935752
FDS39,OUT035,2159.140332
DRJ47,OUT045,2914.195728
FDP13,OUT010,131.2613592
DRK39,OUT010,177.7799985
FDF28,OUT010,282.4873888
FDB09,OUT045,1972.241718
FDM51,OUT046,1529.671415
DRM49,OUT018,675.3207122
DRF23,OUT013,2866.219364
DRH01,OUT035,2941.618621
FDH12,OUT027,2909.887703
FDA28,OUT019,289.1478969
FDW37,OUT018,1382.50268
FDF02,OUT046,1672.990719
DRL37,OUT046,654.8231601
NCF43,OUT046,2107.323437
FDH08,OUT010,583.0604054
FDR34,OUT019,583.2033122
NCK19,OUT049,3123.126508
NCD55,OUT018,626.4986152
FDT27,OUT049,3837.59823
FDQ57,OUT045,2477.243716
FDA47,OUT035,2602.658842
DRG15,OUT027,1410.159211
FDE05,OUT018,2345.828966
FDN46,OUT046,1554.42573
FDX27,OUT027,2750.278419
FDT51,OUT045,1757.979807
FDU33,OUT013,719.3621097
FDJ16,OUT027,1324.874223
FDD20,OUT019,289.8354097
FDT36,OUT049,630.3834795
DRF15,OUT027,4059.917169
FDN52,OUT010,201.6482836
FDC22,OUT027,5488.485643
FDX15,OUT045,2629.434717
FDT13,OUT013,3073.412721
FDU04,OUT017,2006.92876
FDU31,OUT019,581.7957983
FDW59,OUT027,2366.895413
NCO29,OUT046,2562.325474
FDL15,OUT035,2530.924985
FDI41,OUT049,2465.38467
FDQ48,OUT049,1514.824551
DRI39,OUT013,1002.096516
FDI08,OUT013,4075.522427
FDC21,OUT049,1705.159521
FDF58,OUT035,998.0326192
FDS08,OUT010,428.3441231
FDE47,OUT045,1964.462501
NCP18,OUT019,358.7532217
NCR41,OUT013,1512.440245
FDA27,OUT013,4090.704325
FDA43,OUT035,3137.325416
FDA49,OUT045,1354.402256
NCE55,OUT018,2761.837187
DRM49,OUT027,1151.258409
FDF22,OUT027,5806.049733
FDQ15,OUT018,1275.647712
NCS54,OUT017,2948.625662
NCY05,OUT013,689.9131244
FDR45,OUT046,4037.820788
FDK57,OUT049,1946.119178
FDF41,OUT010,584.6044797
FDV21,OUT046,1991.292273
FDD51,OUT046,696.9035341
FDF33,OUT046,1712.967202
FDA38,OUT046,3998.531653
FDR56,OUT045,3143.319634
NCN41,OUT017,1943.13415
FDC60,OUT027,2445.720353
FDB47,OUT045,3523.588974
DRH01,OUT013,2887.788547
FDW08,OUT046,1678.51733
FDF38,OUT027,1127.027812
FDY32,OUT017,2540.530857
FDG34,OUT049,1704.934947
FDG47,OUT019,584.7473865
NCF18,OUT035,3117.988603
FDL39,OUT019,438.8412337
NCH55,OUT035,2011.25261
DRJ35,OUT049,971.6042442
FDS44,OUT035,3873.339621
DRE01,OUT018,3681.170821
FDY39,OUT013,3140.655519
FDY32,OUT018,2409.002608
FDR33,OUT027,2990.374791
NCP50,OUT049,1266.70035
FDZ47,OUT018,1497.587915
FDU57,OUT049,2443.578262
FDY44,OUT013,3072.669874
DRH59,OUT018,1107.076155
FDB03,OUT027,5807.318928
FDY46,OUT045,3114.618372
FDM39,OUT045,2915.226518
FDY36,OUT035,1135.907561
NCM55,OUT035,3162.748408
FDJ50,OUT010,131.2613592
DRL60,OUT013,2386.831686
NCJ54,OUT049,3860.698031
FDX59,OUT017,602.5951603
FDI07,OUT013,3173.907719
DRF51,OUT010,131.2613592
FDM14,OUT017,1707.449649
FDP21,OUT045,3129.75889
FDE40,OUT035,1009.732348
FDE05,OUT035,2497.521851
FDM13,OUT027,3127.408514
FDC34,OUT027,4204.899532
NCI55,OUT018,2001.096282
NCE43,OUT018,2692.150281
FDW58,OUT018,1668.23744
FDG60,OUT045,3917.951884
FDV31,OUT017,2931.180084
FDR47,OUT013,3086.223483
FDM60,OUT019,131.2613592
NCF06,OUT018,3876.655951
NCN26,OUT027,3041.917772
FDQ59,OUT049,1361.58972
FDF09,OUT046,631.3991178
NCS06,OUT017,4003.866211
FDT44,OUT046,1915.929641
FDI19,OUT017,3889.468091
FDT22,OUT017,915.3081569
NCF54,OUT027,4355.339441
DRG25,OUT045,3106.662553
FDB59,OUT017,3060.422754
FDQ37,OUT017,3101.894925
FDP56,OUT035,771.4236388
FDW44,OUT035,2950.254275
FDJ26,OUT010,582.5856692
FDU43,OUT018,3729.576395
FDW33,OUT045,1679.705483
NCX53,OUT027,3296.546019
FDN56,OUT010,351.8286892
DRF15,OUT049,2468.891594
FDO33,OUT017,1879.718753
FDZ39,OUT010,250.6233727
NCJ19,OUT017,886.1581496
FDU01,OUT035,3136.130724
FDT12,OUT035,3814.317105
NCM18,OUT018,1019.02436
FDP19,OUT017,1980.140816
NCR42,OUT049,631.4440692
FDN10,OUT046,1928.927723
FDG44,OUT017,880.3770186
FDQ10,OUT046,2921.232252
DRH13,OUT049,1679.637957
FDT52,OUT013,4030.273589
FDM56,OUT045,1734.784552
NCO43,OUT010,248.9752653
NCV29,OUT035,2939.593744
NCF06,OUT013,4151.266049
FDO50,OUT035,1407.611635
FDT59,OUT013,3898.888483
FDX40,OUT027,1123.898087
FDE50,OUT017,3058.277452
FDX51,OUT017,3105.026089
NCD30,OUT018,1500.68611
FDK15,OUT013,1544.610589
FDL12,OUT045,987.3580997
FDK46,OUT017,4033.430429
DRH49,OUT010,166.3732419
FDQ57,OUT046,2430.19499
FDY59,OUT017,1459.953157
FDO09,OUT018,3785.664845
NCG30,OUT035,1984.838227
FDM09,OUT017,2859.576025
NCN17,OUT027,2867.10397
NCS42,OUT013,1453.726076
FDD02,OUT019,284.2345046
FDE34,OUT013,3143.836961
FDU38,OUT045,3143.487967
FDB33,OUT046,2553.692407
NCJ29,OUT017,1375.071977
FDZ27,OUT035,771.4236388
FDI40,OUT013,1527.708555
FDG22,OUT013,686.9301653
FDT51,OUT017,1759.541542
FDF20,OUT018,3066.506552
FDV50,OUT035,1943.280072
FDT02,OUT049,628.9620267
DRC49,OUT017,2429.12982
FDF26,OUT049,2429.09157
FDV52,OUT035,1906.815328
FDX59,OUT049,630.042147
FDV25,OUT035,3793.229506
FDW23,OUT027,1124.336727
FDE53,OUT018,1672.892975
FDA19,OUT017,1981.528048
FDH22,OUT046,1991.054415
NCO41,OUT013,1521.734593
FDX12,OUT017,3924.669846
FDF17,OUT013,3112.962397
FDS11,OUT045,3762.535707
FDR51,OUT035,2505.088683
FDT49,OUT010,249.2038861
FDC56,OUT013,1936.764027
FDR13,OUT027,3041.580209
FDQ60,OUT035,1928.992901
FDN38,OUT049,3860.891599
NCL29,OUT013,2474.267594
FDO13,OUT027,4339.76404
FDE26,OUT018,2314.445285
FDA31,OUT010,421.5363112
FDX14,OUT035,1152.54432
FDA34,OUT045,2952.277048
FDF26,OUT013,2380.222408
FDE38,OUT045,2736.489154
DRI11,OUT046,1908.819178
FDQ60,OUT027,3041.917772
FDL21,OUT027,1127.027812
DRC12,OUT027,5484.9976
FDC47,OUT046,3687.820963
FDE57,OUT045,2028.481499
FDT14,OUT045,1923.097718
NCZ53,OUT046,3099.209709
FDE28,OUT018,3613.337326
FDR19,OUT035,2487.629487
NCF54,OUT019,420.9840859
